ano,numero,ementa,autores,id,texto_original,OCCUPATION,PERSON,REGION,ORG,STREET,MISC,LOC,DATE,address,city,country,lat,lng,state,postal
2022,247,"Solicita à Secretaria Municipal de Serviços e Obras Públicas para que construa uma “barreira de contenção” no cruzamento entre as Ruas Floriano Peixoto e Rua Campos Salles, a fim de evitar que a água da chuva que desce pela R. Floriano Peixoto desvie pela Rua Campos Salles, contribuindo para as inundações naquela baixada e ao longo do ribeirão – ressaltando que obra semelhante já foi realizada no cruzamento entre as Ruas Wenceslau Braz e a Rua Campos Salles.",17,3732,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3732/247-2022.pdf,,,,"('Secretaria Municipal de Serviços e Obras Públicas',)",Rua Campos Salles,,,,"Rua Campos Sales Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2978072,-50.0736041,Paraná,86430-000
2022,15,"Requer que seja expedido ofício ao Secretário do Departamento Municipal de Industria e Comércio, Sr. ANTÔNIO MARCOS DE SOUZA, solicitando-lhe que instale um parque infantil no Jardim Santa Terezinha, Morro do Sabão, João Furtado dos Santos, Avenida Palma Rennó e na Estação do Ofício, para que as crianças tenham lazer.",143,3480,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3480/15-2022.pdf,"('Secretário',)","('Sr. ANTÔNIO MARCOS DE SOUZA',)","('Jardim Santa Terezinha', 'Morro do Sabão', 'Estação do Ofício')","('Departamento Municipal de Industria e Comércio',)",João Furtado dos Santos,,,,"Santo Antônio da Platina, Paraná, Brazil",,Brazil,-23.295716,-50.077896,Paraná,
2022,32,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que, por meio da Secretaria Municipal de Serviços e Obras Públicas, realize a pavimentação asfáltica nas ruas: Entrada da Efapi, Rosário Agostinho, Aldo Oliveira e Genor Juliano.

Referido pedido justifica-se pela necessidade de melhorar a locomoção de pacientes que trafegam em ambulâncias e carros particulares até o hospital regional de nossa cidade, pois, atualmente referidas ruas são pavimentadas através de pedras irregulares, o que gera muitos solavancos nos veículos gerando assim grande transtorno aos enfermos que ali se locomovem.",13,3497,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3497/32-2022.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto', 'Aldo Oliveira')",,"('Secretaria Municipal de Serviços e Obras Públicas',)",Rosário Agostinho,,,,"Rosario Augustinho Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2886612,-50.0569092,Paraná,
2022,32,"Requer ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que, por meio da Secretaria Municipal de Serviços e Obras Públicas, realize a pavimentação asfáltica nas ruas: Entrada da Efapi, Rosário Agostinho, Aldo Oliveira e Genor Juliano.

Referido pedido justifica-se pela necessidade de melhorar a locomoção de pacientes que trafegam em ambulâncias e carros particulares até o hospital regional de nossa cidade, pois, atualmente referidas ruas são pavimentadas através de pedras irregulares, o que gera muitos solavancos nos veículos gerando assim grande transtorno aos enfermos que ali se locomovem.",13,3497,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3497/32-2022.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto', 'Aldo Oliveira')",,"('Secretaria Municipal de Serviços e Obras Públicas',)",Genor Juliano,,,,"Rua Genor Juliano Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2914562,-50.0547446,Paraná,
2022,35,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que através da Secretaria Municipal de Serviços e Obras Públicas e demais departamentos competentes, que realize uma limpeza dos entulhos jogados no final da Rua Pedro Levatti Neto, no Jardim Monte das Oliveiras (foto anexa) e que instale uma caçamba de lixo nesse local.
Infelizmente, algumas pessoas não dão o descarte correto aos seus resíduos sólidos, e estão utilizando esse local para tal. Isso tem causado problemas aos moradores da vizinhança como mau cheiro, insetos e outros animais peçonhentos. Com a instalação da caçamba esperasse que incentive o descarte correto desse entulho e resolva essa situação.",142,3501,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3501/35-2022.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Jardim Monte das Oliveiras',)","('Secretaria Municipal de Serviços e Obras Públicas',)",Rua Pedro Levatti Neto,,,,"Rua Pedro Levati Neto Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3046862,-50.0574124,Paraná,
2022,46,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que, por meio da Secretaria Municipal de Serviços e Obras Públicas e demais departamentos competentes, que tomem as seguintes medidas na Rua Otávio Cassarotti, Jardim Bela Manhã: 
1.	Realizem operação tapa-buraco nessa rua;
2.	Adotem medidas para sanar o problema de empossamento de água nessa mesma rua, próximo ao endereço de número 465 – conforme fotos em anexos;
3.	Adotem medidas para sanar o problema de terrenos sem a devida manutenção de limpeza.
Essa situação é motivo de preocupação uma vez que propiciam a proliferação do mosquito da dengue, agravada pela falta de limpeza dos terrenos e acúmulo detritos no local.",17,3511,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3511/46-2022.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Jardim Bela Manhã', 'Adotem', 'Adotem')","('Secretaria Municipal de Serviços e Obras Públicas',)",Rua Otávio Cassarotti,,,,"Rua Otávio Cassaroti Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2998577,-50.0623924,Paraná,
2022,52,"Requer que seja expedido ofício ao Departamento Municipal de Transito, com o objetivo de melhorar a movimentação da circular do transporte coletivo, estude a possibilidade e restringir o estacionamento nas seguintes ruas do bairro Vitória Régia:
•	Rua Benedito R. dos Santos: ficar livre no lado direito de quem sobe;
•	Rua Simão José (lado direito)
•	Ver. José Correa Gomes (lado direito de quem desce).",143,3517,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3517/52-2022.pdf,,,"('Vitória Régia',)","('Departamento Municipal de Transito',)",Rua Benedito,,,,"Rua Benedito Lúcio Machado Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.3026664,-50.0764571,Paraná,86430-000
2022,52,"Requer que seja expedido ofício ao Departamento Municipal de Transito, com o objetivo de melhorar a movimentação da circular do transporte coletivo, estude a possibilidade e restringir o estacionamento nas seguintes ruas do bairro Vitória Régia:
•	Rua Benedito R. dos Santos: ficar livre no lado direito de quem sobe;
•	Rua Simão José (lado direito)
•	Ver. José Correa Gomes (lado direito de quem desce).",143,3517,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3517/52-2022.pdf,,,"('Vitória Régia',)","('Departamento Municipal de Transito',)",José Correa Gomes,,,,"Rua Vereador José Correa Gomes Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3127222,-50.0885356,Paraná,
2022,68,"Solicita à Secretaria Municipal de Serviços e Obras Públicas:

•	Que providencie a passagem de máquina e devida manutenção nas ruas segunda, terceira e quarta da Vila Coelho, de nossa Cidade;
•	Que providencie a devida limpeza no entorno da quadra de esportes do Distrito de Monte Real, conforme imagens em anexo;
•	Que realize a passagem de máquina e rolo compactador na Rua Frei Henrique, no Núcleo Habitacional Deputado José Afonso;
•	Que providencie a abertura da Rua Dr. Ariel Ferreira do Amaral e Silva, no Jardim Santo Ângelo, conforme solicitação de moradores;
•	Que realize uma operação tapa buraco na Rua Raymundo Antônio Ramos, Jardim Santa Bárbara, conforme solicitação dos moradores.",14,3534,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3534/68-2022.pdf,,,"('Vila Coelho', 'Distrito de Monte Real', 'Núcleo Habitacional Deputado José Afonso', 'Jardim Santo Ângelo', 'Jardim Santa Bárbara')","('Secretaria Municipal de Serviços e Obras Públicas',)",Rua Raymundo Antônio Ramos,,,,"Rua Raimundo Ramos, Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.3049839353128,-50.0842084002366,Paraná,86430-000
2022,242,"Solicita ao Departamento Municipal de Meio Ambiente que providencie junto à empresa responsável pela coleta de lixo e\ou resíduos sólidos, o recolhimento de entulhos na Rua Raymundo Antônio Ramos, no Jardim Santa Bárbara, conforme reclamações dos moradores daquela região.",14,3727,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3727/242-2022.pdf,,,"('Jardim Santa Bárbara',)","('Departamento Municipal de Meio Ambiente',)",Rua Raymundo Antônio Ramos,,,,"Rua Raimundo Ramos, Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.3049839353128,-50.0842084002366,Paraná,86430-000
2022,88,"Solicita à empresa responsável pela iluminação pública de nossa cidade, que realize a manutenção de lâmpadas, com possível substituição para aquelas do tipo LED, para melhoria da iluminação da Rua Pedro Claro de Oliveira, próximo ao endereço de número 438, conforme pedido de moradores dessa localidade.",142,3554,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3554/88-2022.pdf,,,,,Rua Pedro Claro de Oliveira,,,,"Rua Pedro Claro De Oliveira Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.3024912,-50.073526,Paraná,86430-000
2022,93,"Solicita à Secretaria Municipal de Serviços e Obras Públicas que realize o tapa-buraco e o devido recape no buraco que surgiu na Rua Aurelino Alcântara da Silva, no Residencial Porto Seguro, de Nossa Cidade, conforme fotografias em anexo.",15,3559,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3559/93-2022.pdf,,,"('Residencial Porto Seguro', 'Nossa Cidade')","('Secretaria Municipal de Serviços e Obras Públicas',)",Rua Aurelino Alcântara da Silva,,,,"Rua Aurelino Alcantara Da Silva Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.275911,-50.0639002,Paraná,
2022,94,"Solicita à Prefeitura Municipal que através dos departamentos competentes realize a fiscalização de um terreno na esquina entre a Rua das Margaridas e a Rua dos Cravos, no Jardim Residencial Grevílea.",15,3560,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3560/94-2022.pdf,,,"('Jardim Residencial Grevílea',)","('Prefeitura Municipal',)",Rua das Margaridas,,,,"Rua Das Margaridas Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3019967,-50.060738,Paraná,
2022,94,"Solicita à Prefeitura Municipal que através dos departamentos competentes realize a fiscalização de um terreno na esquina entre a Rua das Margaridas e a Rua dos Cravos, no Jardim Residencial Grevílea.",15,3560,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3560/94-2022.pdf,,,"('Jardim Residencial Grevílea',)","('Prefeitura Municipal',)",Rua dos Cravos,,,,"Rua Dos Cravos Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3009403,-50.059468,Paraná,
2022,96,"Solicita à Secretaria Municipal de Planejamento, conforme já exposto verbalmente, para que inclua no cronograma de obras e serviços:
•	O reparo urgente da ponte na entrada da EFAPI, na Avenida Governador Moysés Lupion;
•	Realização de recape no trecho da mesma avenida, que vem da BR 153 até a ponte que dá acesso ao Hospital Regional, tendo em vista vários buracos neste trecho muito usado por veículos transportando pacientes para o Hospital Regional e voltando de lá.",17,3562,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3562/96-2022.pdf,,,,"('Secretaria Municipal de Planejamento', 'Hospital Regional', 'Hospital Regional')",Avenida Governador Moysés Lupion,"('EFAPI',)","('BR 153',)",,"Governador Moysés Lupion Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2876903,-50.057636,Paraná,
2023,53,"Solicita à SECRETARIA MUNICIPAL DE SERVIÇOS E OBRAS PÚBLICAS, que seja atendido com urgência as seguintes solicitações:

1.	Providências na Rua Aldo Claro de Oliveira - início da rua – próximo à academia, onde as pedras sextavadas ali colocadas estão afundando, e necessitam de recolocação.
2.	Operação tapa buracos na Avenida Governador Moysés Lupion, que dá acesso a EFAPI e ao Hospital Regional do Norte Pioneiro, tendo em vista que há vários buracos neste trecho.",17,4321,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2023/4321/53-2023.pdf,,,,"('SECRETARIA MUNICIPAL DE SERVIÇOS', 'Hospital Regional do Norte Pioneiro')",Avenida Governador Moysés Lupion,"('EFAPI',)",,,"Governador Moysés Lupion Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2876903,-50.057636,Paraná,
2023,265,"Solicita à Secretaria Municipal de Obras e Serviços Públicos para que realize, com urgência, recape no trecho da Avenida Governador Moysés Lupion, que vem da BR 153 até a ponte que dá acesso ao Hospital Regional, tendo em vista vários buracos neste trecho muito usado por veículos transportando pacientes para o Hospital Regional e voltando de lá. Reiterando pedido já realizado por meio do Requerimento nº 96/2022.",17,4582,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2023/4582/265-2023.pdf,,,,"('Secretaria Municipal de Obras e Serviços Públicos', 'Hospital Regional', 'Hospital Regional')",Avenida Governador Moysés Lupion,,"('BR 153',)",,"Governador Moysés Lupion Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2876903,-50.057636,Paraná,
2022,97,"Solicita ao Departamento Municipal de Meio Ambiente para que realize o plantio das árvores faltantes, bem como a manutenção nas árvores existentes, no trecho da Av. Governador Moysés Lupion, trecho entre a BR-153 até a entrada da EFAPI, uma vez que esse local também é acesso à FANORPI, com fluxo de alunos de toda região e acaba sendo um cartão postal da nossa cidade.",17,3563,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3563/97-2022.pdf,,,,"('Departamento Municipal de Meio Ambiente', 'FANORPI')",Av. Governador Moysés Lupion,"('EFAPI',)","('BR-153',)",,"Governador Moysés Lupion Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2876903,-50.057636,Paraná,
2022,105,"Solicita ao Departamento Municipal de Meio Ambiente, que providencie a limpeza do matagal nas últimas ruas do bairro Aparecidinho II que fazem divisa com a Rodovia Alício Dias Dos Reis (PR-092).",19,3573,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3573/105-2022.pdf,,,"('Aparecidinho II',)","('Departamento Municipal de Meio Ambiente',)",Rodovia Alício Dias Dos Reis,,"('PR-092',)",,Rod. Dr. Alício Dias dos Réis - Santo Antônio da Platina,,,-23.275115315947,-50.0771552562655,,
2022,111,"Solicita à Secretaria Municipal de Serviços e Obras Públicas para que realize a passagem de máquina e manutenção na Rua Francisco Martins (antiga Avenida Marginal, à direita do Ribeirão do Boi Pintado no Residencial Santos Dumont). E, no mesmo sentido, que essa rua seja incluída no planejamento para receber pavimentação asfáltica.",17,3579,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3579/111-2022.pdf,,,"('Ribeirão do Boi Pintado', 'Residencial Santos Dumont')","('Secretaria Municipal de Serviços e Obras Públicas',)",Rua Francisco Martins,,,,"Rua Francisco Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2907409,-50.0623331,Paraná,
2022,111,"Solicita à Secretaria Municipal de Serviços e Obras Públicas para que realize a passagem de máquina e manutenção na Rua Francisco Martins (antiga Avenida Marginal, à direita do Ribeirão do Boi Pintado no Residencial Santos Dumont). E, no mesmo sentido, que essa rua seja incluída no planejamento para receber pavimentação asfáltica.",17,3579,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3579/111-2022.pdf,,,"('Ribeirão do Boi Pintado', 'Residencial Santos Dumont')","('Secretaria Municipal de Serviços e Obras Públicas',)",Avenida Marginal,,,,"Avenida Marginal Santo Antônio da Platina - Paraná, 86430, Brazil",Santo Antônio da Platina,Brazil,-23.3015761,-50.0700911,Paraná,86430
2022,115,"Solicita ao Departamento Municipal de Engenharia Elétrica, que providencie junto a empresa responsável pela iluminação pública, a troca de lâmpadas, especialmente para aquelas do tipo LED, e a instalação de pelo menos três postes de luz, na Rua Jorge Nilo Andrade e Rua Nossa Senhora de Fátima, no Centro de nossa Cidade.",13,3583,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3583/115-2022.pdf,,,,"('Departamento Municipal de Engenharia Elétrica', 'Centro de nossa Cidade')",Rua Jorge Nilo Andrade,,,,R. Jorge Andrade - Santo Antônio da Platina,,,-23.2998907882294,-50.0753336734003,Paraná,86430-000
2022,116,"Solicita à Secretaria Municipal de Serviços e Obras Públicas, que realize a recuperação da malha asfáltica do bairro ou pelo menos uma operação tapa buraco, em todas as ruas do Bairro Vila Rica, principalmente nos meios-fios, e que esta operação se estenda até a Rua Professor João Sonyski, que dá acesso à Escola Municipal Nohêmia Lopes Galvão Neimann, até a Rua Professore Ivone, que contorna a Capela Nossa Senhora do Perpétuo Socorro.",143,3584,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3584/116-2022.pdf,,,"('Bairro Vila Rica',)","('Secretaria Municipal de Serviços e Obras Públicas', 'Escola Municipal Nohêmia Lopes Galvão Neimann', 'Capela Nossa Senhora do Perpétuo Socorro')",Rua Professor João Sonyski,,,,R. Prof. João Sosnistzk - Santo Antônio da Platina,,,-23.3075778855686,-50.0896314320953,,
2022,116,"Solicita à Secretaria Municipal de Serviços e Obras Públicas, que realize a recuperação da malha asfáltica do bairro ou pelo menos uma operação tapa buraco, em todas as ruas do Bairro Vila Rica, principalmente nos meios-fios, e que esta operação se estenda até a Rua Professor João Sonyski, que dá acesso à Escola Municipal Nohêmia Lopes Galvão Neimann, até a Rua Professore Ivone, que contorna a Capela Nossa Senhora do Perpétuo Socorro.",143,3584,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3584/116-2022.pdf,,,"('Bairro Vila Rica',)","('Secretaria Municipal de Serviços e Obras Públicas', 'Escola Municipal Nohêmia Lopes Galvão Neimann', 'Capela Nossa Senhora do Perpétuo Socorro')",Rua Professore Ivone,,,,"Rua Ivone Fernandes Ribeiro Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3000615,-50.0651245,Paraná,
2022,118,"Solicita ao Departamento Municipal de Serviços e Obras Públicas – Urbano, para que providencie junto a empresa responsável pela limpeza pública, a instalação de caçambas de lixo nas proximidades da Estação do Ofício, na Rua Octaviano Medeiros, conforme solicitação dos moradores dessa localidade.",143,3586,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3586/118-2022.pdf,,,,"('Departamento Municipal de Serviços e Obras Públicas – Urbano',)",Rua Octaviano Medeiros,,"('Estação do Ofício',)",,"Rua Otaviano Medeiros Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.3018166,-50.0751614,Paraná,86430-000
2022,129,"Solicita à Secretaria Municipal de Esportes que viabilize a construção de um espaço esportivo no terreno de propriedade da Prefeitura Municipal, localizado no cruzamento da Rua Benedito Fernandes Coelho com a Travessa 2, na Vila Sete, com uma tabela de basquete, a fim de proporcionar mais lazer aos moradores daquele bairro.",14,3599,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3599/129-2022.pdf,,,"('Travessa 2', 'Vila Sete')","('Secretaria Municipal de Esportes', 'Prefeitura Municipal')",Rua Benedito Fernandes Coelho,,,,"Rua Benedito Fernandes Coelho Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2825072,-50.079298,Paraná,
2022,185,"Solicita ao Departamento Municipal de Esportes que viabilize a construção de espaço esportivo no terreno de propriedade da Prefeitura Municipal, localizado no cruzamento da Rua Benedito Fernandes Coelho com a Travessa 2, no Conjunto Habitacional Álvaro de Abreu, incluindo tabelas de basquete, a fim de proporcionar maiores condições de lazer e incentivo à pratica de esportes aos moradores daquele bairro.",14,3658,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3658/185-2022.pdf,,,"('Travessa 2', 'Conjunto Habitacional Álvaro de Abreu')","('Departamento Municipal de Esportes', 'Prefeitura Municipal')",Rua Benedito Fernandes Coelho,,,,"Rua Benedito Fernandes Coelho Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2825072,-50.079298,Paraná,
2022,196,"Solicita à Secretaria Municipal de Planejamento que estude a possiblidade de realizar a pavimentação da Rua Amazonas, principalmente no trecho compreendido no Conjunto Habitacional João da Silva Machado, a fim de evitar que as ruas adjacentes sejam invadidas por pedras durante a época de fortes chuvas, sendo as ruas: Rua Iracema Felício da Silva, Rua Ana Amélia de Siqueira, Rua Hermínio Brustolin, Rua Benedito Fernandes Coelho, Rua Benedicto Villas Bôas de Carvalho.",143,3673,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3673/196-2022.pdf,,,"('Conjunto Habitacional João da Silva Machado',)","('Secretaria Municipal de Planejamento',)",Rua Benedito Fernandes Coelho,,,,"Rua Benedito Fernandes Coelho Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2825072,-50.079298,Paraná,
2022,130,"Solicita à Secretaria Municipal de Serviços e Obras Públicas que proceda a implantação da tampa do bueiro localizado na esquina das Ruas Arthur Franco e Deputado José Afonso, no Jardim do Sol, visto que a existente foi furtada, necessitando urgentemente ser colocada uma nova para evitar possíveis acidentes.",14,3600,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3600/130-2022.pdf,,,"('Jardim do Sol',)","('Secretaria Municipal de Serviços e Obras Públicas',)",Ruas Arthur Franco,,,,"Rua Artur Franco Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2982752,-50.0813759,Paraná,86430-000
2022,130,"Solicita à Secretaria Municipal de Serviços e Obras Públicas que proceda a implantação da tampa do bueiro localizado na esquina das Ruas Arthur Franco e Deputado José Afonso, no Jardim do Sol, visto que a existente foi furtada, necessitando urgentemente ser colocada uma nova para evitar possíveis acidentes.",14,3600,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3600/130-2022.pdf,,,"('Jardim do Sol',)","('Secretaria Municipal de Serviços e Obras Públicas',)",José Afonso,,,,"Rua Afonso Pena Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2990992,-50.073792,Paraná,86430-000
2022,275,"Solicita ao Departamento Municipal de Trânsito o reforço urgente da sinalização viária (pintura e placas) na esquina entre as Ruas Floriano Peixoto e Rua Dep. José Afonso. Pois trata-se de um cruzamento movimentado, próximo a dois colégios, onde diversos acidentes vem ocorrendo conforme relato de moradores vizinhos. Portanto, é necessário um reforço na sinalização de preferencial, desgastada pela ação do tempo, para que motoristas fiquem mais alerta, evitando assim outros acidentes nesse cruzamento.",17,3761,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3761/275-2022.pdf,,,,"('Departamento Municipal de Trânsito',)",José Afonso,,,,"Rua Afonso Pena Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2990992,-50.073792,Paraná,86430-000
2022,132,"Solicita ao Departamento Municipal de Trânsito que proceda a implantação de placa de sinalização com os dizeres “RUA SEM SAÍDA” na Rua Manoel Pedro Flauzino, no Jardim Santa Terezinha, nas proximidades da Capela Santa Terezinha.",142,3602,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3602/132-2022.pdf,,,"('Jardim Santa Terezinha',)","('Departamento Municipal de Trânsito', 'Capela Santa Terezinha')",Rua Manoel Pedro Flauzino,,,,"Rua Flauzina J. Marques Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2871302,-50.0726366,Paraná,
2022,143,"Solicita à Secretaria Municipal de Serviços e Obras Públicas, para que realize operação tapa-buraco na Rua Sete de Setembro, Centro, principalmente na esquina dessa rua com a Rua Coronel Capucho, conforme imagens em anexo.",17,3614,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3614/143-2022.pdf,,,,"('Secretaria Municipal de Serviços e Obras Públicas',)",Rua Sete de Setembro,,,,"Rua Sete De Setembro Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2940747,-50.0779394,Paraná,86430-000
2022,210,"Solicita à Secretaria Municipal de Agricultura e Meio Ambiente para que realize a poda das árvores atrás do Cemitério Municipal São João Batista, na Rua Sete de Setembro.",13,3690,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3690/210-2022.pdf,,,,"('Secretaria Municipal de Agricultura e Meio Ambiente', 'Cemitério Municipal São João Batista')",Rua Sete de Setembro,,,,"Rua Sete De Setembro Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2940747,-50.0779394,Paraná,86430-000
2022,157,"Solicita ao Departamento Municipal de Engenharia Elétrica para que realize a instalação de duas lâmpadas de iluminação pública na Rua Major Infante, próximo aos endereços de número 745 e 749, no Jardim São Francisco.",143,3628,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3628/157-2022.pdf,,,"('Jardim São Francisco',)","('Departamento Municipal de Engenharia Elétrica',)",Rua Major Infante,,,,"Rua Major Infante Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2946112,-50.0682266,Paraná,86430-000
2022,158,"Solicita ao Departamento Municipal de Obras e Serviços Públicos que realizem a manutenção no poste do arco de decoração em frente à Aquarela Enxovais, na Rua Marechal Deodoro da Fonseca que, conforme imagem em anexo, está inclinando e com a calçada quebrada em volta.",143,3629,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3629/158-2022.pdf,,,,"('Departamento Municipal de Obras e Serviços Públicos', 'Aquarela Enxovais')",Rua Marechal Deodoro da Fonseca,,,,"Rua Marechal Deodoro Da Fonseca Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2916197,-50.071342,Paraná,86430-000
2022,159,"Solicita ao Departamento Municipal de Trânsito que estude possibilidades para melhorar o acesso dos alunos, dos pais dos alunos e dos motoristas de transporte escolar, no trecho da Rua Antônio Zanete, em frente à Escola Municipal Ercílio Custódio, no Jardim Eunice Eleutério.",143,3630,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3630/159-2022.pdf,,,"('Jardim Eunice Eleutério',)","('Departamento Municipal de Trânsito', 'Escola Municipal Ercílio Custódio')",Rua Antônio Zanete,,,,"Antônio Zanete Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2949308,-50.05552,Paraná,
